GeneID	GSM1244809	GSM1244810	GSM1244811	GSM1244812	GSM1244813	GSM1244814	GSM1244815	GSM1244816	GSM1244817	GSM1244818	GSM1244819	GSM1244820	GSM1244821	GSM1244822
105374880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102466720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723944	2	0	3	2	2	2	1	4	3	5	2	2	3	5
105374883	0	0	0	0	0	0	0	0	1	0	0	0	0	0
105374882	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107986555	2	0	0	1	1	1	0	1	1	1	2	0	0	1
101927703	3	2	9	8	7	2	10	2	5	4	4	1	4	4
2296	428	372	394	327	452	418	462	149	205	176	152	151	198	335
2762	553	468	492	579	580	531	674	458	607	551	481	567	670	1218
107986514	6	4	3	2	4	2	3	3	3	3	1	5	3	3
107986513	2	3	3	0	3	0	0	1	0	0	2	2	1	1
107986512	0	0	0	0	0	0	0	0	0	0	2	0	0	0
100508120	31	34	38	25	40	29	27	33	59	53	48	56	68	114
154386	2	0	1	1	1	4	0	0	1	0	2	1	2	4
105374885	2	0	0	0	1	0	0	0	0	0	0	0	0	0
340156	210	181	197	170	208	225	239	155	250	216	221	210	276	436
56897	1627	1067	1354	1117	1471	1421	1582	993	1979	1386	1317	1502	1758	2751
1992	687	618	594	661	624	771	828	1133	1665	1395	1341	1561	1798	2963
100616285	1	0	0	0	0	0	0	0	0	0	0	0	0	1
221756	2	1	0	6	2	1	0	1	4	1	3	4	2	3
101927730	1	2	1	1	0	0	1	0	1	1	1	1	1	1
5272	24	26	31	28	25	23	30	18	28	29	17	29	31	51
105374887	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5269	1252	963	1070	1049	1187	1187	1335	1136	1850	1576	1368	1664	1804	3061
401232	47	40	64	38	49	46	55	58	94	49	61	53	89	136
105374888	5	2	9	7	5	3	6	3	12	4	8	4	7	12
4835	875	645	708	702	833	783	859	490	844	698	695	754	902	1347
401233	399	333	398	315	447	376	428	329	546	380	459	425	551	868
101927759	19	14	20	13	8	15	16	12	34	23	22	26	32	45
8737	999	947	994	914	1041	1027	1122	984	1619	1379	1453	1262	1487	2501
107986556	4	5	6	2	2	9	8	11	17	4	7	1	5	6
670	570	431	448	456	538	519	591	409	641	594	583	617	700	1213
7280	1013	369	897	497	914	634	751	387	1060	588	566	784	915	1187
105374889	1	0	0	0	0	0	0	3	2	0	0	0	1	0
100507194	0	0	0	0	0	0	0	0	1	0	0	1	0	0
347733	833	246	735	339	703	490	574	290	863	439	408	607	710	871
100422781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389362	345	279	378	237	262	306	331	247	535	386	402	365	470	752
63027	452	383	460	364	497	467	488	539	1039	849	886	841	1127	1635
105374890	0	1	1	0	0	0	0	0	0	1	0	0	0	2
643327	4	4	4	1	4	3	5	4	5	5	3	3	7	10
100507336	0	3	1	3	4	2	1	0	1	2	0	2	2	4
221749	111	76	89	79	86	105	102	112	199	168	142	176	213	353
26240	117	74	123	94	89	119	94	96	213	142	157	152	200	311
107986557	0	1	1	0	2	0	3	1	3	2	2	1	2	2
105374893	0	0	1	0	0	0	0	2	0	0	1	0	0	3
107986558	58	128	137	94	163	130	138	151	229	203	293	214	269	456
8899	2494	3110	2972	2708	2687	3163	3429	2664	3793	2842	3415	3055	3678	5861
222826	0	0	0	0	0	1	0	0	0	0	0	0	0	0
404220	119	104	88	105	109	112	107	102	188	153	157	141	154	288
10455	683	556	523	540	572	665	661	642	980	762	733	752	877	1595
100507506	2	3	1	2	1	6	4	8	7	10	3	7	6	6
107986559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927888	8	5	11	9	12	12	7	16	22	15	23	23	24	24
107986560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986561	1	0	0	1	0	0	0	1	0	0	0	1	1	2
105374894	1	0	2	2	4	1	0	2	4	5	2	5	3	4
105374895	6	11	10	10	7	9	6	17	35	29	21	29	26	70
497048	0	1	0	1	1	0	0	0	1	2	1	0	1	2
9425	928	831	962	858	1041	1052	1072	1134	1761	1441	1466	1537	1750	2958
101927913	0	0	0	0	0	0	0	1	1	1	0	0	0	0
105374897	0	1	0	0	1	0	0	0	1	1	1	0	1	5
10799	248	190	184	219	188	210	230	110	138	104	118	146	139	249
100129461	45	53	47	46	47	57	65	37	50	34	44	42	48	87
57128	401	271	295	311	380	319	405	268	398	326	322	398	458	701
648791	99	64	107	62	95	134	98	211	362	264	240	288	316	610
100500900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10667	325	180	278	277	303	313	312	244	400	271	293	355	376	640
101927972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927950	0	0	0	0	1	0	0	0	0	0	0	0	0	0
107986515	0	1	1	0	1	0	1	1	1	0	0	0	0	1
105374898	1	2	0	0	2	3	0	0	1	1	1	2	3	6
107986516	1	0	1	4	1	0	1	2	4	0	0	0	1	2
51299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102466866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100847034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285780	0	1	2	2	2	0	2	0	4	1	2	3	2	3
9450	0	0	0	0	0	0	0	0	1	0	0	0	0	1
101928004	3	3	2	2	5	4	8	0	0	1	0	0	1	3
101928047	16	16	12	18	17	25	23	3	8	5	5	5	10	13
105374901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6239	1072	1109	1451	923	1288	1208	1257	975	2071	1469	1734	1437	1858	2750
6745	4691	4662	4697	4720	4908	5761	6272	4849	5956	4946	5247	5699	6225	10386
285782	2	3	5	1	5	3	3	3	4	6	5	5	2	7
83732	554	476	493	452	479	565	586	325	455	351	398	403	469	735
102724234	0	0	0	1	0	0	0	0	1	0	2	0	0	0
101928076	78	40	60	46	71	74	84	53	108	82	79	88	114	143
1832	10195	15998	15401	10808	14075	13013	13377	12743	20998	16968	21213	15240	20105	32414
154007	512	659	639	536	545	638	674	619	819	603	714	673	781	1319
105374906	2	2	4	1	1	1	2	1	3	2	1	2	2	2
654	168	122	119	141	113	140	163	91	106	108	116	118	142	234
105374907	0	0	0	0	0	1	0	0	0	0	0	0	0	0
100526836	2935	2392	2656	2668	2980	2951	3395	1973	3267	2745	2668	2840	3372	5678
81567	2937	2373	2666	2644	2975	2945	3386	1951	3259	2718	2646	2812	3353	5628
206426	49	47	42	48	50	44	56	39	63	50	52	54	59	113
100526837	503	447	421	452	459	527	590	409	558	467	507	527	618	975
63915	280	268	259	270	279	312	346	277	386	321	347	369	420	681
9521	424	355	316	343	313	412	467	251	301	254	282	297	368	533
100124533	1	7	7	1	6	3	3	3	3	4	5	3	3	0
105374910	0	0	0	0	0	0	0	0	1	0	1	1	2	3
105374911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374912	0	0	0	0	0	0	0	1	1	0	0	0	0	0
51000	402	393	372	360	335	414	487	464	581	436	504	537	644	1017
100506207	33	24	36	30	27	26	33	26	54	40	32	36	50	79
728655	1	0	1	0	0	0	0	0	0	1	0	0	1	0
112267952	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105374913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374914	0	0	0	0	0	0	0	0	0	0	0	0	1	1
107986562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112267894	1	0	0	0	0	0	1	0	0	1	0	0	0	0
112267856	3	2	1	1	1	1	2	1	1	1	1	2	1	1
266553	1	0	1	0	2	2	1	1	0	2	1	0	1	3
105374919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374918	1	2	0	1	2	1	2	3	2	1	2	3	2	5
105374920	0	0	0	0	0	0	0	0	0	0	1	0	0	0
105374921	0	0	0	0	0	0	0	0	1	0	0	0	2	0
7020	675	563	733	539	707	587	677	649	1193	822	1014	828	1062	1590
109729173	94	84	112	90	110	75	109	96	193	121	168	118	168	217
100130275	24	18	27	19	34	15	30	30	67	35	53	43	71	83
107986564	0	0	0	0	0	0	0	0	0	0	1	0	0	0
221718	1	0	1	0	0	0	0	0	1	2	0	0	0	0
106660610	0	0	0	0	0	0	0	1	1	1	0	0	0	1
100846998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928106	6	12	8	6	0	4	9	5	7	4	4	2	2	10
101928146	4	5	3	0	0	3	5	4	7	8	4	10	9	21
2651	11	21	13	16	20	26	15	35	42	18	34	48	48	70
105374924	1	0	0	0	0	0	0	0	0	1	4	1	0	0
347744	44	45	42	66	78	69	62	46	111	101	84	92	98	199
105374923	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55003	766	598	618	651	669	763	825	445	583	459	511	547	591	1049
51522	2430	1675	1901	1859	2004	2134	2433	1940	3076	2256	2353	2698	3098	4986
81853	1382	1012	1083	1075	1212	1197	1325	1048	1735	1252	1214	1487	1718	2570
4117	48	57	65	31	33	44	49	51	73	56	60	69	59	125
9247	1	0	0	0	1	1	0	2	1	3	0	1	1	2
221711	24	27	26	23	13	22	41	32	48	25	36	29	38	53
101928191	0	1	1	0	0	0	0	0	0	0	0	0	1	0
54898	1863	1892	1861	1865	1979	2353	2505	693	1044	828	784	848	919	1556
100506409	57	57	33	46	49	60	62	20	33	21	27	18	24	49
221710	602	644	643	619	590	681	804	525	684	530	554	643	743	1187
405754	0	2	0	0	0	0	0	0	0	0	0	0	0	2
4739	1851	1914	2174	1933	2345	2124	2500	2182	3813	3085	3250	3086	3755	6322
105374925	4	5	7	6	2	2	0	1	4	7	4	9	5	7
112267953	0	0	1	0	1	0	0	0	1	0	0	0	0	0
105374927	2	1	1	0	1	0	0	1	2	2	1	0	3	1
105374928	0	3	3	1	1	6	3	5	5	3	3	4	8	4
105374929	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100113407	248	381	403	277	279	368	435	384	440	349	451	418	480	789
340184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84830	0	0	0	0	0	0	0	1	0	1	1	0	1	1
107986566	0	0	0	0	1	0	0	0	1	0	0	0	0	0
107986569	0	0	0	0	0	0	0	0	0	0	0	0	0	1
107986567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986570	1	0	0	0	0	0	0	0	0	0	0	0	0	0
101928253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3096	647	1039	1008	656	867	858	935	860	1306	1165	1214	1024	1284	2197
1906	129	156	142	126	171	169	190	213	281	205	305	218	327	496
105374931	0	0	1	0	0	0	0	1	0	1	0	0	0	0
101928309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221692	7	4	2	5	6	9	8	8	11	6	15	9	10	13
105374935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374933	0	1	0	0	0	0	0	0	0	0	1	0	0	0
107080638	273	203	222	234	250	263	307	249	323	283	255	279	345	602
100130357	8	15	11	10	10	4	16	13	20	7	16	16	30	29
51256	286	210	235	247	266	268	332	256	333	292	278	289	349	627
105374936	0	0	0	1	0	0	1	0	0	0	0	0	0	0
54438	270	281	325	204	284	233	293	233	368	311	292	289	323	556
105374937	51	46	47	22	28	19	34	32	85	31	70	23	59	73
23408	479	385	433	375	470	421	483	503	678	574	550	536	713	1188
105374938	25	16	20	18	19	16	27	18	24	27	28	23	34	51
51406	1331	939	1036	1130	1087	1278	1388	1064	1420	1075	1076	1409	1439	2361
10048	1445	1421	1365	1288	1336	1592	1671	1625	2171	1730	1866	1974	2330	3811
63933	993	996	974	969	991	1053	1237	910	1206	1055	1074	1062	1251	2028
107986571	32	23	20	29	33	31	26	42	51	44	43	52	52	75
221687	4	6	5	5	4	0	5	7	7	10	7	9	7	14
105374939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9308	139	111	116	147	176	160	173	80	145	113	115	126	157	243
105374940	0	1	0	2	0	1	0	2	2	1	0	5	1	0
102216342	0	1	0	0	1	0	0	0	0	0	0	0	1	0
105374943	1	1	1	0	0	0	3	2	1	0	1	0	0	2
105374942	4	4	7	3	3	2	4	1	2	4	4	2	1	0
101928331	5	5	6	6	10	1	9	6	6	6	5	4	5	15
101928354	4	6	7	8	5	2	4	1	2	2	1	0	2	9
102724463	3	1	4	0	1	2	5	1	2	0	1	1	0	5
107986572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374944	12	18	16	5	12	11	11	8	10	4	4	5	6	8
105374945	14	12	16	13	18	11	15	5	13	6	8	7	8	11
105374946	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3720	2271	2303	2495	1950	2586	2353	2682	1797	3238	2528	2597	2311	2814	4675
100506681	2	2	3	4	4	6	1	4	7	7	7	7	12	11
84062	502	363	433	416	507	474	549	509	723	741	598	626	787	1254
105374947	10	11	18	7	9	8	13	5	13	10	14	4	17	22
102724520	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105374948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374949	0	0	0	0	0	0	0	0	0	0	1	0	0	0
101928406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29116	1265	1105	1251	1136	1463	1353	1495	1751	2734	2208	2281	2271	2796	4469
100616269	1	1	3	0	0	1	1	1	2	1	1	0	0	1
107986517	1	2	0	0	1	0	0	2	1	3	1	1	6	1
2766	85	50	53	60	48	67	77	43	127	87	82	94	103	167
6310	966	1209	1252	934	1185	1146	1262	1264	2106	1628	1870	1596	1956	3188
101928433	165	223	230	195	201	227	227	249	308	252	327	275	361	542
107986573	0	0	0	0	0	0	0	0	0	0	2	0	1	1
105374951	1	0	0	0	1	0	0	1	0	1	2	1	1	2
101928463	0	1	0	0	0	0	0	0	0	0	0	0	0	0
401236	5	2	4	2	6	6	5	1	2	0	2	2	2	4
221662	331	265	248	266	240	273	289	48	98	68	75	79	98	170
10486	1462	1508	1433	1448	1599	1792	1961	857	1321	1063	1077	1067	1365	2211
101928491	4	7	7	5	4	4	2	3	3	1	6	3	6	2
102724591	4	2	6	3	1	2	3	1	9	0	1	4	3	4
51439	968	947	958	908	897	1210	1117	1108	1360	1053	1210	1276	1447	2297
9972	2721	3460	3432	2745	3359	3558	3764	2562	3410	2899	3273	3100	3513	5867
105374952	33	20	35	20	42	37	42	22	51	32	33	29	35	67
63971	1586	1925	1930	1573	2132	2018	2161	1925	3170	2630	2835	2522	3078	5173
105374953	0	0	0	0	0	0	1	0	1	0	0	0	0	0
378884	200	139	139	155	171	166	205	154	271	232	183	233	281	490
7172	545	505	490	519	530	649	655	629	756	603	675	709	867	1465
221656	1077	1235	1228	1039	1234	1362	1504	1178	1613	1272	1426	1400	1592	2654
7913	6025	5970	5692	6019	5480	7365	7772	5021	5959	4805	4911	5671	6148	10036
255488	105	152	141	124	149	180	184	463	658	532	639	543	711	1148
105374955	1	0	0	0	0	0	0	0	1	0	0	0	0	0
105374956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986575	0	0	0	1	1	1	0	1	1	2	0	1	2	1
105374960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374959	0	1	0	0	0	1	0	0	0	0	0	0	0	0
100506885	6	2	5	4	6	4	8	18	15	17	12	16	11	27
105374963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3400	12	8	6	8	11	13	9	22	30	20	11	23	29	36
105374965	3	1	7	7	4	0	4	1	4	2	1	2	5	5
154141	701	706	718	580	631	666	707	536	951	696	777	640	893	1398
101928573	0	0	0	3	3	0	0	0	1	2	0	2	3	3
107986576	0	0	0	0	0	0	0	0	0	0	0	2	1	1
1871	1004	1224	1255	1007	1143	1177	1311	1001	1545	1250	1321	1163	1450	2360
54901	341	349	329	320	333	371	408	373	478	437	387	361	460	744
105374968	10	10	12	16	17	8	8	13	13	12	10	12	17	20
107986577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374966	0	0	0	0	0	0	1	1	0	0	0	1	0	1
107986578	15	13	13	12	16	13	13	9	21	16	21	20	21	30
100874531	1	0	0	2	0	1	1	2	1	1	0	0	1	1
107986579	0	0	2	0	2	2	1	2	3	3	1	0	4	5
6659	4370	3918	4513	3964	4606	4843	5220	5128	7994	6362	6410	6647	7715	12614
401237	8	5	2	10	6	5	12	5	4	7	8	3	9	10
105374970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729177	0	0	0	1	0	0	0	0	0	0	1	0	0	0
5617	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105374971	0	0	0	0	0	1	0	0	0	0	0	1	1	0
154150	0	0	0	0	1	0	0	0	0	0	1	0	0	0
105374972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374973	0	0	0	0	0	0	0	0	0	0	0	1	1	0
102724736	0	0	0	1	0	0	0	0	1	0	0	0	0	1
105374974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724749	1	0	0	0	0	0	0	0	0	1	0	3	0	0
105374976	0	0	0	0	0	0	0	0	0	0	0	1	0	1
105374975	0	0	0	0	0	0	0	0	0	0	0	0	1	0
140767	0	0	0	0	0	0	2	0	1	0	0	2	1	1
51473	754	756	770	804	870	1079	1113	1408	2119	1772	1844	1929	2402	3873
353219	25	19	35	21	31	36	33	37	80	54	44	66	70	108
57380	847	729	716	794	753	898	1034	791	1063	873	881	965	1069	1767
2822	137	111	163	154	130	131	166	153	194	134	166	196	197	323
7915	1300	1264	1323	1223	1401	1445	1548	1355	2139	1763	1813	1780	2175	3508
9856	145	154	181	122	219	149	196	197	265	238	279	237	337	476
51567	1121	960	990	917	1072	1176	1347	1278	1519	1174	1339	1499	1763	2638
55856	708	602	491	604	645	734	761	619	892	750	762	838	952	1605
81688	5308	4874	4877	4899	4770	5344	5845	5220	6565	5574	5966	5993	6867	11204
105374978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51053	941	772	779	703	775	895	978	461	618	447	422	536	551	950
101928603	0	0	1	0	0	0	1	0	0	0	0	0	0	0
9750	1	5	6	1	5	5	5	5	9	10	10	13	16	24
105374981	1	0	0	0	0	0	0	0	0	0	0	0	1	0
102724765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8418	7	7	8	4	7	6	6	9	8	13	17	9	7	19
101928663	3	1	2	0	1	1	1	3	2	2	1	4	1	7
105375106	1	1	0	0	1	0	0	0	3	2	2	2	1	2
55604	928	1020	986	893	1067	1098	1155	1034	1621	1226	1318	1244	1571	2548
10590	0	0	0	0	0	1	0	0	0	0	0	1	1	1
6568	0	0	0	0	0	0	0	0	0	0	0	0	1	0
221613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10475	327	335	350	286	348	397	378	462	711	625	663	571	715	1189
3024	0	0	0	0	0	0	0	0	0	0	0	0	2	0
8350	2	0	2	3	6	2	7	5	9	6	1	6	5	6
8359	2	0	1	5	2	2	1	1	3	0	1	3	1	1
8366	2	1	1	17	3	2	3	1	5	1	2	2	5	2
8358	5	4	3	16	7	4	0	1	10	2	7	3	6	3
8335	2	0	1	0	1	1	0	0	0	1	1	2	0	3
3018	0	0	0	2	1	0	0	0	0	1	0	0	1	0
8352	4	2	4	6	1	3	5	0	6	1	2	1	5	3
3006	311	180	213	280	280	280	315	345	668	489	433	498	616	882
108783645	3	4	2	4	2	2	3	6	8	5	10	3	6	11
3077	39	38	39	42	34	44	56	34	68	77	54	42	78	91
8364	5	2	3	24	2	7	3	4	13	9	10	4	6	8
3010	2	1	0	1	1	0	0	0	3	2	2	0	1	2
8347	23	15	19	28	21	23	32	30	82	64	56	74	79	112
8334	80	71	98	79	100	77	106	152	336	215	191	269	267	433
3008	5	5	10	23	13	5	6	3	25	11	14	14	10	23
3017	340	199	251	266	282	315	297	517	828	679	674	691	804	1365
8344	24	13	32	23	30	23	32	33	94	57	56	55	67	95
8360	1	0	4	9	3	2	1	2	7	3	1	3	2	6
8351	2	3	5	17	3	4	4	5	12	11	10	10	15	17
3013	2	0	1	8	2	1	2	2	3	2	3	4	4	5
8343	1	5	4	14	5	6	5	7	19	7	14	5	19	16
8367	23	5	19	34	13	5	14	12	42	20	31	13	34	29
8339	35	39	42	55	40	27	32	51	146	98	98	95	93	171
3012	35	11	31	27	38	27	41	42	135	51	38	72	89	117
8353	21	13	21	15	20	10	16	36	63	51	47	34	62	84
3007	14	14	12	44	11	13	9	14	30	18	21	15	26	37
8361	0	0	0	4	0	0	0	0	2	0	0	0	1	1
8369	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8968	4	1	2	5	1	1	2	2	8	3	4	2	6	4
8345	40	21	21	28	31	31	31	21	54	27	34	26	37	51
105374986	18	16	26	8	19	15	20	31	49	28	42	27	42	65
8355	20	14	23	24	20	20	15	14	26	18	21	16	26	51
8346	6	3	7	14	7	6	7	8	15	9	9	14	16	16
105374985	53	76	58	72	46	59	94	124	213	113	138	104	178	268
8365	22	22	31	57	41	30	29	38	102	70	78	69	87	128
7210	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189185	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100189430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189410	1	0	1	0	0	0	0	0	0	0	0	0	0	0
101928743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986582	0	0	0	0	0	0	0	0	0	1	0	0	0	0
11118	46	40	40	43	41	45	47	46	100	63	56	64	71	130
10385	148	151	141	138	172	167	187	168	328	284	239	237	297	468
11119	68	57	63	58	61	55	74	48	110	84	82	72	107	193
54718	15	22	20	9	16	18	19	15	30	22	26	11	21	39
10384	41	29	38	27	36	32	48	34	83	71	68	67	83	126
11120	590	508	551	470	618	554	656	480	930	785	780	701	958	1526
285819	1	1	1	2	1	1	0	2	1	3	5	2	1	7
107986583	122	175	174	143	152	170	190	173	229	178	197	197	242	389
696	0	0	1	0	1	0	1	1	0	1	2	0	1	2
100189288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493812	450	476	479	406	426	466	499	450	598	512	567	569	671	1029
100189319	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10473	1174	1091	1014	1060	1160	1344	1418	1342	1781	1501	1545	1593	1942	3028
100189308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189110	0	0	0	0	1	0	0	0	1	0	0	0	0	1
100189272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374988	1	1	0	0	2	0	2	2	6	0	1	2	0	1
100189337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29777	711	361	635	413	620	550	544	410	979	642	597	685	875	1250
105374989	0	0	1	0	1	0	0	0	0	2	2	1	0	2
79692	511	553	541	559	558	649	710	708	874	716	843	880	938	1581
102724851	48	89	93	44	51	54	61	64	97	57	90	61	93	107
105374991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387036	66	83	82	58	81	73	85	64	110	77	88	77	109	165
100133205	3	7	9	5	9	5	10	8	16	11	10	7	14	23
100270746	28	22	35	40	28	25	40	27	43	47	44	36	47	90
100189028	2	1	2	2	1	0	1	2	1	1	4	1	3	5
100189172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189157	1	1	0	2	1	1	0	0	1	1	0	0	0	0
105374995	2	2	5	0	4	1	2	0	2	0	6	0	2	0
8970	37	27	28	32	32	26	40	29	75	37	43	45	57	82
8969	17	12	18	23	24	26	19	26	54	37	34	52	51	71
85236	886	517	637	641	659	785	779	948	1735	1234	1223	1412	1651	2601
8294	5	3	7	3	3	3	7	3	11	8	11	9	8	11
85235	2	0	1	7	1	1	3	1	4	1	2	0	3	4
100422934	0	0	0	1	0	0	1	0	0	0	0	0	1	0
100189196	0	0	0	0	0	0	0	0	2	0	0	0	0	0
100188987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189099	0	1	0	0	0	0	0	0	0	0	0	0	0	0
100189067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189310	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10279	190	151	167	168	244	160	223	163	310	268	216	226	280	472
7202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94026	1	2	1	0	1	0	1	2	0	1	2	4	0	1
105375107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7754	30	23	33	17	14	28	29	31	50	29	39	44	48	91
